Attribute,Commodity,Commodity type,Unit,YearType,Year,Value
Domestic use,Upland Cotton,Crops,Thousand bales,Market year,2028/29,2850
Domestic use,Upland Cotton,Crops,Thousand bales,Market year,2029/30,2900
Domestic use,Upland Cotton,Crops,Thousand bales,Market year,2030/31,2900
Domestic use,Upland Cotton,Crops,Thousand bales,Market year,2031/32,2900
Ending stocks,Upland Cotton,Crops,Thousand bales,Market year,2020/21,3020
Ending stocks,Upland Cotton,Crops,Thousand bales,Market year,2021/22,3152
Ending stocks,Upland Cotton,Crops,Thousand bales,Market year,2022/23,3700
Ending stocks,Upland Cotton,Crops,Thousand bales,Market year,2023/24,4598
Ending stocks,Upland Cotton,Crops,Thousand bales,Market year,2024/25,4346
Ending stocks,Upland Cotton,Crops,Thousand bales,Market year,2025/26,4244
Ending stocks,Upland Cotton,Crops,Thousand bales,Market year,2026/27,4292
Ending stocks,Upland Cotton,Crops,Thousand bales,Market year,2027/28,4340
Ending stocks,Upland Cotton,Crops,Thousand bales,Market year,2028/29,4438
Ending stocks,Upland Cotton,Crops,Thousand bales,Market year,2029/30,4486
Ending stocks,Upland Cotton,Crops,Thousand bales,Market year,2030/31,4534
Ending stocks,Upland Cotton,Crops,Thousand bales,Market year,2031/32,4632
Exports,Upland Cotton,Crops,Thousand bales,Market year,2020/21,15586
Exports,Upland Cotton,Crops,Thousand bales,Market year,2021/22,15075
Exports,Upland Cotton,Crops,Thousand bales,Market year,2022/23,14775
Exports,Upland Cotton,Crops,Thousand bales,Market year,2023/24,15675
Exports,Upland Cotton,Crops,Thousand bales,Market year,2024/25,16275
Exports,Upland Cotton,Crops,Thousand bales,Market year,2025/26,16375
Exports,Upland Cotton,Crops,Thousand bales,Market year,2026/27,16575
Exports,Upland Cotton,Crops,Thousand bales,Market year,2027/28,16825
Exports,Upland Cotton,Crops,Thousand bales,Market year,2028/29,17125
Exports,Upland Cotton,Crops,Thousand bales,Market year,2029/30,17425
Exports,Upland Cotton,Crops,Thousand bales,Market year,2030/31,17725
Exports,Upland Cotton,Crops,Thousand bales,Market year,2031/32,18075
Farm price,Upland Cotton,Crops,Dollars per pound,Market year,2020/21,0.663
Farm price,Upland Cotton,Crops,Dollars per pound,Market year,2021/22,0.9
Farm price,Upland Cotton,Crops,Dollars per pound,Market year,2022/23,0.8
Farm price,Upland Cotton,Crops,Dollars per pound,Market year,2023/24,0.72
Farm price,Upland Cotton,Crops,Dollars per pound,Market year,2024/25,0.73
Farm price,Upland Cotton,Crops,Dollars per pound,Market year,2025/26,0.735
Farm price,Upland Cotton,Crops,Dollars per pound,Market year,2026/27,0.74
Farm price,Upland Cotton,Crops,Dollars per pound,Market year,2027/28,0.745
Farm price,Upland Cotton,Crops,Dollars per pound,Market year,2028/29,0.75
Farm price,Upland Cotton,Crops,Dollars per pound,Market year,2029/30,0.755
Farm price,Upland Cotton,Crops,Dollars per pound,Market year,2030/31,0.76
Farm price,Upland Cotton,Crops,Dollars per pound,Market year,2031/32,0.765
Harvested acres,Upland Cotton,Crops,Million acres,Market year,2020/21,8.1
Harvested acres,Upland Cotton,Crops,Million acres,Market year,2021/22,9.8
Harvested acres,Upland Cotton,Crops,Million acres,Market year,2022/23,9.9
Harvested acres,Upland Cotton,Crops,Million acres,Market year,2023/24,10.6
Harvested acres,Upland Cotton,Crops,Million acres,Market year,2024/25,10.2
Harvested acres,Upland Cotton,Crops,Million acres,Market year,2025/26,10.3
Harvested acres,Upland Cotton,Crops,Million acres,Market year,2026/27,10.5
Harvested acres,Upland Cotton,Crops,Million acres,Market year,2027/28,10.6
Harvested acres,Upland Cotton,Crops,Million acres,Market year,2028/29,10.7
Harvested acres,Upland Cotton,Crops,Million acres,Market year,2029/30,10.8
Harvested acres,Upland Cotton,Crops,Million acres,Market year,2030/31,10.9
Harvested acres,Upland Cotton,Crops,Million acres,Market year,2031/32,11.1
Imports,Upland Cotton,Crops,Thousand bales,Market year,2020/21,0
Imports,Upland Cotton,Crops,Thousand bales,Market year,2021/22,0
Imports,Upland Cotton,Crops,Thousand bales,Market year,2022/23,5
Imports,Upland Cotton,Crops,Thousand bales,Market year,2023/24,5
Imports,Upland Cotton,Crops,Thousand bales,Market year,2024/25,5
Imports,Upland Cotton,Crops,Thousand bales,Market year,2025/26,5
Imports,Upland Cotton,Crops,Thousand bales,Market year,2026/27,5
Imports,Upland Cotton,Crops,Thousand bales,Market year,2027/28,5
Imports,Upland Cotton,Crops,Thousand bales,Market year,2028/29,5
Imports,Upland Cotton,Crops,Thousand bales,Market year,2029/30,5
Imports,Upland Cotton,Crops,Thousand bales,Market year,2030/31,5
Imports,Upland Cotton,Crops,Thousand bales,Market year,2031/32,5
Loan rate,Upland Cotton,Crops,Dollars per pound,Market year,2020/21,0.52
Loan rate,Upland Cotton,Crops,Dollars per pound,Market year,2021/22,0.52
Loan rate,Upland Cotton,Crops,Dollars per pound,Market year,2022/23,0.52
Loan rate,Upland Cotton,Crops,Dollars per pound,Market year,2023/24,0.52
Loan rate,Upland Cotton,Crops,Dollars per pound,Market year,2024/25,0.52
Loan rate,Upland Cotton,Crops,Dollars per pound,Market year,2025/26,0.52
Loan rate,Upland Cotton,Crops,Dollars per pound,Market year,2026/27,0.52
Loan rate,Upland Cotton,Crops,Dollars per pound,Market year,2027/28,0.52
Loan rate,Upland Cotton,Crops,Dollars per pound,Market year,2028/29,0.52
Loan rate,Upland Cotton,Crops,Dollars per pound,Market year,2029/30,0.52
Loan rate,Upland Cotton,Crops,Dollars per pound,Market year,2030/31,0.52
Loan rate,Upland Cotton,Crops,Dollars per pound,Market year,2031/32,0.52
Planted acres,Upland Cotton,Crops,Million acres,Market year,2020/21,11.9
Planted acres,Upland Cotton,Crops,Million acres,Market year,2021/22,11.1
Planted acres,Upland Cotton,Crops,Million acres,Market year,2022/23,12
Planted acres,Upland Cotton,Crops,Million acres,Market year,2023/24,12.8
Planted acres,Upland Cotton,Crops,Million acres,Market year,2024/25,12.4
Planted acres,Upland Cotton,Crops,Million acres,Market year,2025/26,12.5
Planted acres,Upland Cotton,Crops,Million acres,Market year,2026/27,12.7
Planted acres,Upland Cotton,Crops,Million acres,Market year,2027/28,12.8
Planted acres,Upland Cotton,Crops,Million acres,Market year,2028/29,13
Planted acres,Upland Cotton,Crops,Million acres,Market year,2029/30,13.1
Planted acres,Upland Cotton,Crops,Million acres,Market year,2030/31,13.3
Planted acres,Upland Cotton,Crops,Million acres,Market year,2031/32,13.4
Production,Upland Cotton,Crops,Thousand bales,Market year,2020/21,14061
Production,Upland Cotton,Crops,Thousand bales,Market year,2021/22,17651
Production,Upland Cotton,Crops,Thousand bales,Market year,2022/23,17800
Production,Upland Cotton,Crops,Thousand bales,Market year,2023/24,19100
Production,Upland Cotton,Crops,Thousand bales,Market year,2024/25,18600
Production,Upland Cotton,Crops,Thousand bales,Market year,2025/26,18900
Production,Upland Cotton,Crops,Thousand bales,Market year,2026/27,19300
Production,Upland Cotton,Crops,Thousand bales,Market year,2027/28,19600
Production,Upland Cotton,Crops,Thousand bales,Market year,2028/29,20000
Production,Upland Cotton,Crops,Thousand bales,Market year,2029/30,20300
Production,Upland Cotton,Crops,Thousand bales,Market year,2030/31,20600
Production,Upland Cotton,Crops,Thousand bales,Market year,2031/32,21000
Returns over variable costs (net returns),Upland Cotton,Crops,Dollars per acre,Market year,2020/21,238
Returns over variable costs (net returns),Upland Cotton,Crops,Dollars per acre,Market year,2021/22,478
Returns over variable costs (net returns),Upland Cotton,Crops,Dollars per acre,Market year,2022/23,373
Returns over variable costs (net returns),Upland Cotton,Crops,Dollars per acre,Market year,2023/24,305
Returns over variable costs (net returns),Upland Cotton,Crops,Dollars per acre,Market year,2024/25,320
Returns over variable costs (net returns),Upland Cotton,Crops,Dollars per acre,Market year,2025/26,327
Returns over variable costs (net returns),Upland Cotton,Crops,Dollars per acre,Market year,2026/27,335
Returns over variable costs (net returns),Upland Cotton,Crops,Dollars per acre,Market year,2027/28,340
Returns over variable costs (net returns),Upland Cotton,Crops,Dollars per acre,Market year,2028/29,348
Returns over variable costs (net returns),Upland Cotton,Crops,Dollars per acre,Market year,2029/30,355
Returns over variable costs (net returns),Upland Cotton,Crops,Dollars per acre,Market year,2030/31,369
Returns over variable costs (net returns),Upland Cotton,Crops,Dollars per acre,Market year,2031/32,373
"Stocks/use ratio, percent",Upland Cotton,Crops,Percent,Market year,2020/21,16.81
"Stocks/use ratio, percent",Upland Cotton,Crops,Percent,Market year,2021/22,17.95
"Stocks/use ratio, percent",Upland Cotton,Crops,Percent,Market year,2022/23,21.36
"Stocks/use ratio, percent",Upland Cotton,Crops,Percent,Market year,2023/24,25.16
"Stocks/use ratio, percent",Upland Cotton,Crops,Percent,Market year,2024/25,22.97
"Stocks/use ratio, percent",Upland Cotton,Crops,Percent,Market year,2025/26,22.25
"Stocks/use ratio, percent",Upland Cotton,Crops,Percent,Market year,2026/27,22.21
"Stocks/use ratio, percent",Upland Cotton,Crops,Percent,Market year,2027/28,22.12
"Stocks/use ratio, percent",Upland Cotton,Crops,Percent,Market year,2028/29,22.22
"Stocks/use ratio, percent",Upland Cotton,Crops,Percent,Market year,2029/30,22.07
"Stocks/use ratio, percent",Upland Cotton,Crops,Percent,Market year,2030/31,21.98
"Stocks/use ratio, percent",Upland Cotton,Crops,Percent,Market year,2031/32,22.09
Supply total,Upland Cotton,Crops,Thousand bales,Market year,2020/21,20929
Supply total,Upland Cotton,Crops,Thousand bales,Market year,2021/22,20671
Supply total,Upland Cotton,Crops,Thousand bales,Market year,2022/23,20957
Supply total,Upland Cotton,Crops,Thousand bales,Market year,2023/24,22805
Supply total,Upland Cotton,Crops,Thousand bales,Market year,2024/25,23203
Supply total,Upland Cotton,Crops,Thousand bales,Market year,2025/26,23251
Supply total,Upland Cotton,Crops,Thousand bales,Market year,2026/27,23549
Supply total,Upland Cotton,Crops,Thousand bales,Market year,2027/28,23897
Supply total,Upland Cotton,Crops,Thousand bales,Market year,2028/29,24345
Supply total,Upland Cotton,Crops,Thousand bales,Market year,2029/30,24743
Supply total,Upland Cotton,Crops,Thousand bales,Market year,2030/31,25091
Supply total,Upland Cotton,Crops,Thousand bales,Market year,2031/32,25539
Total use/disposition,Upland Cotton,Crops,Thousand bales,Market year,2020/21,17971
Total use/disposition,Upland Cotton,Crops,Thousand bales,Market year,2021/22,17560
Total use/disposition,Upland Cotton,Crops,Thousand bales,Market year,2022/23,17325
Total use/disposition,Upland Cotton,Crops,Thousand bales,Market year,2023/24,18275
Total use/disposition,Upland Cotton,Crops,Thousand bales,Market year,2024/25,18925
Total use/disposition,Upland Cotton,Crops,Thousand bales,Market year,2025/26,19075
Total use/disposition,Upland Cotton,Crops,Thousand bales,Market year,2026/27,19325
Total use/disposition,Upland Cotton,Crops,Thousand bales,Market year,2027/28,19625
Total use/disposition,Upland Cotton,Crops,Thousand bales,Market year,2028/29,19975
Total use/disposition,Upland Cotton,Crops,Thousand bales,Market year,2029/30,20325
Total use/disposition,Upland Cotton,Crops,Thousand bales,Market year,2030/31,20625
Total use/disposition,Upland Cotton,Crops,Thousand bales,Market year,2031/32,20975
Variable cost of production (per acre),Upland Cotton,Crops,Dollars,Market year,2020/21,422
Variable cost of production (per acre),Upland Cotton,Crops,Dollars,Market year,2021/22,430
Variable cost of production (per acre),Upland Cotton,Crops,Dollars,Market year,2022/23,436
Variable cost of production (per acre),Upland Cotton,Crops,Dollars,Market year,2023/24,436
Variable cost of production (per acre),Upland Cotton,Crops,Dollars,Market year,2024/25,433
Variable cost of production (per acre),Upland Cotton,Crops,Dollars,Market year,2025/26,433
Variable cost of production (per acre),Upland Cotton,Crops,Dollars,Market year,2026/27,433
Variable cost of production (per acre),Upland Cotton,Crops,Dollars,Market year,2027/28,436
Variable cost of production (per acre),Upland Cotton,Crops,Dollars,Market year,2028/29,437
Variable cost of production (per acre),Upland Cotton,Crops,Dollars,Market year,2029/30,438
Variable cost of production (per acre),Upland Cotton,Crops,Dollars,Market year,2030/31,433
Variable cost of production (per acre),Upland Cotton,Crops,Dollars,Market year,2031/32,437
Variable cost of production (per pound),Upland Cotton,Crops,Dollars,Market year,2020/21,0.5049
Variable cost of production (per pound),Upland Cotton,Crops,Dollars,Market year,2021/22,0.4976
Variable cost of production (per pound),Upland Cotton,Crops,Dollars,Market year,2022/23,0.504
Variable cost of production (per pound),Upland Cotton,Crops,Dollars,Market year,2023/24,0.5007
Variable cost of production (per pound),Upland Cotton,Crops,Dollars,Market year,2024/25,0.4945
Variable cost of production (per pound),Upland Cotton,Crops,Dollars,Market year,2025/26,0.4923
Variable cost of production (per pound),Upland Cotton,Crops,Dollars,Market year,2026/27,0.4897
Variable cost of production (per pound),Upland Cotton,Crops,Dollars,Market year,2027/28,0.4902
Variable cost of production (per pound),Upland Cotton,Crops,Dollars,Market year,2028/29,0.4887
Variable cost of production (per pound),Upland Cotton,Crops,Dollars,Market year,2029/30,0.4872
Variable cost of production (per pound),Upland Cotton,Crops,Dollars,Market year,2030/31,0.4783
Variable cost of production (per pound),Upland Cotton,Crops,Dollars,Market year,2031/32,0.4805
Yield/harvested acre,Upland Cotton,Crops,Pounds per acre,Market year,2020/21,835
Yield/harvested acre,Upland Cotton,Crops,Pounds per acre,Market year,2021/22,864.6
Yield/harvested acre,Upland Cotton,Crops,Pounds per acre,Market year,2022/23,865
Yield/harvested acre,Upland Cotton,Crops,Pounds per acre,Market year,2023/24,870
Yield/harvested acre,Upland Cotton,Crops,Pounds per acre,Market year,2024/25,875
Yield/harvested acre,Upland Cotton,Crops,Pounds per acre,Market year,2025/26,880
Yield/harvested acre,Upland Cotton,Crops,Pounds per acre,Market year,2026/27,885
Yield/harvested acre,Upland Cotton,Crops,Pounds per acre,Market year,2027/28,890
Yield/harvested acre,Upland Cotton,Crops,Pounds per acre,Market year,2028/29,895
Yield/harvested acre,Upland Cotton,Crops,Pounds per acre,Market year,2029/30,900
Yield/harvested acre,Upland Cotton,Crops,Pounds per acre,Market year,2030/31,905
Yield/harvested acre,Upland Cotton,Crops,Pounds per acre,Market year,2031/32,910
Beginning stocks,Wheat,Crops,Million bushels,Market year,2020/21,1028
Beginning stocks,Wheat,Crops,Million bushels,Market year,2021/22,845
Beginning stocks,Wheat,Crops,Million bushels,Market year,2022/23,580
Beginning stocks,Wheat,Crops,Million bushels,Market year,2023/24,636
Beginning stocks,Wheat,Crops,Million bushels,Market year,2024/25,683
Beginning stocks,Wheat,Crops,Million bushels,Market year,2025/26,704
Beginning stocks,Wheat,Crops,Million bushels,Market year,2026/27,726
Beginning stocks,Wheat,Crops,Million bushels,Market year,2027/28,721
Beginning stocks,Wheat,Crops,Million bushels,Market year,2028/29,730
Beginning stocks,Wheat,Crops,Million bushels,Market year,2029/30,727
Beginning stocks,Wheat,Crops,Million bushels,Market year,2030/31,735
Beginning stocks,Wheat,Crops,Million bushels,Market year,2031/32,735
Domestic use,Wheat,Crops,Million bushels,Market year,2020/21,1120
Domestic use,Wheat,Crops,Million bushels,Market year,2021/22,1161
Domestic use,Wheat,Crops,Million bushels,Market year,2022/23,1142
Domestic use,Wheat,Crops,Million bushels,Market year,2023/24,1143
Domestic use,Wheat,Crops,Million bushels,Market year,2024/25,1135
Domestic use,Wheat,Crops,Million bushels,Market year,2025/26,1135
Domestic use,Wheat,Crops,Million bushels,Market year,2026/27,1137
Domestic use,Wheat,Crops,Million bushels,Market year,2027/28,1139
Domestic use,Wheat,Crops,Million bushels,Market year,2028/29,1141
Domestic use,Wheat,Crops,Million bushels,Market year,2029/30,1142
Domestic use,Wheat,Crops,Million bushels,Market year,2030/31,1144
Domestic use,Wheat,Crops,Million bushels,Market year,2031/32,1146
Ending stocks,Wheat,Crops,Million bushels,Market year,2020/21,845
Ending stocks,Wheat,Crops,Million bushels,Market year,2021/22,580
Ending stocks,Wheat,Crops,Million bushels,Market year,2022/23,636
Ending stocks,Wheat,Crops,Million bushels,Market year,2023/24,683
Ending stocks,Wheat,Crops,Million bushels,Market year,2024/25,704
Ending stocks,Wheat,Crops,Million bushels,Market year,2025/26,726
Ending stocks,Wheat,Crops,Million bushels,Market year,2026/27,721
Ending stocks,Wheat,Crops,Million bushels,Market year,2027/28,730
Ending stocks,Wheat,Crops,Million bushels,Market year,2028/29,727
Ending stocks,Wheat,Crops,Million bushels,Market year,2029/30,735
Ending stocks,Wheat,Crops,Million bushels,Market year,2030/31,735
Ending stocks,Wheat,Crops,Million bushels,Market year,2031/32,749
Exports,Wheat,Crops,Million bushels,Market year,2020/21,992
Exports,Wheat,Crops,Million bushels,Market year,2021/22,875
Exports,Wheat,Crops,Million bushels,Market year,2022/23,925
Exports,Wheat,Crops,Million bushels,Market year,2023/24,950
Exports,Wheat,Crops,Million bushels,Market year,2024/25,960
Exports,Wheat,Crops,Million bushels,Market year,2025/26,975
Exports,Wheat,Crops,Million bushels,Market year,2026/27,975
Exports,Wheat,Crops,Million bushels,Market year,2027/28,975
Exports,Wheat,Crops,Million bushels,Market year,2028/29,975
Exports,Wheat,Crops,Million bushels,Market year,2029/30,975
Exports,Wheat,Crops,Million bushels,Market year,2030/31,975
Exports,Wheat,Crops,Million bushels,Market year,2031/32,975
Farm price,Wheat,Crops,Dollars per bushel,Market year,2020/21,5.05
Farm price,Wheat,Crops,Dollars per bushel,Market year,2021/22,6.7
Farm price,Wheat,Crops,Dollars per bushel,Market year,2022/23,6.5
Farm price,Wheat,Crops,Dollars per bushel,Market year,2023/24,6
Farm price,Wheat,Crops,Dollars per bushel,Market year,2024/25,5.5
Farm price,Wheat,Crops,Dollars per bushel,Market year,2025/26,5.5
Farm price,Wheat,Crops,Dollars per bushel,Market year,2026/27,5.5
Farm price,Wheat,Crops,Dollars per bushel,Market year,2027/28,5.5
Farm price,Wheat,Crops,Dollars per bushel,Market year,2028/29,5.5
Farm price,Wheat,Crops,Dollars per bushel,Market year,2029/30,5.25
Farm price,Wheat,Crops,Dollars per bushel,Market year,2030/31,5.25
Farm price,Wheat,Crops,Dollars per bushel,Market year,2031/32,5.25
Feed & residual,Wheat,Crops,Million bushels,Market year,2020/21,95
Feed & residual,Wheat,Crops,Million bushels,Market year,2021/22,135
Feed & residual,Wheat,Crops,Million bushels,Market year,2022/23,110
Feed & residual,Wheat,Crops,Million bushels,Market year,2023/24,110
Feed & residual,Wheat,Crops,Million bushels,Market year,2024/25,100
Feed & residual,Wheat,Crops,Million bushels,Market year,2025/26,100
Feed & residual,Wheat,Crops,Million bushels,Market year,2026/27,100
Feed & residual,Wheat,Crops,Million bushels,Market year,2027/28,100
Feed & residual,Wheat,Crops,Million bushels,Market year,2028/29,100
Feed & residual,Wheat,Crops,Million bushels,Market year,2029/30,100
Feed & residual,Wheat,Crops,Million bushels,Market year,2030/31,100
Feed & residual,Wheat,Crops,Million bushels,Market year,2031/32,100
Food,Wheat,Crops,Million bushels,Market year,2020/21,961
Food,Wheat,Crops,Million bushels,Market year,2021/22,964
Food,Wheat,Crops,Million bushels,Market year,2022/23,966
Food,Wheat,Crops,Million bushels,Market year,2023/24,968
Food,Wheat,Crops,Million bushels,Market year,2024/25,970
Food,Wheat,Crops,Million bushels,Market year,2025/26,972
Food,Wheat,Crops,Million bushels,Market year,2026/27,974
Food,Wheat,Crops,Million bushels,Market year,2027/28,976
Food,Wheat,Crops,Million bushels,Market year,2028/29,978
Food,Wheat,Crops,Million bushels,Market year,2029/30,980
Food,Wheat,Crops,Million bushels,Market year,2030/31,982
Food,Wheat,Crops,Million bushels,Market year,2031/32,984
Harvested acres,Wheat,Crops,Million acres,Market year,2020/21,36.8
Harvested acres,Wheat,Crops,Million acres,Market year,2021/22,37.2
Harvested acres,Wheat,Crops,Million acres,Market year,2022/23,40.8
Harvested acres,Wheat,Crops,Million acres,Market year,2023/24,40.8
Harvested acres,Wheat,Crops,Million acres,Market year,2024/25,40
Harvested acres,Wheat,Crops,Million acres,Market year,2025/26,40
Harvested acres,Wheat,Crops,Million acres,Market year,2026/27,39.2
Harvested acres,Wheat,Crops,Million acres,Market year,2027/28,39.2
Harvested acres,Wheat,Crops,Million acres,Market year,2028/29,38.7
Harvested acres,Wheat,Crops,Million acres,Market year,2029/30,38.7
Harvested acres,Wheat,Crops,Million acres,Market year,2030/31,38.3
Harvested acres,Wheat,Crops,Million acres,Market year,2031/32,38.3
Imports,Wheat,Crops,Million bushels,Market year,2020/21,100
Imports,Wheat,Crops,Million bushels,Market year,2021/22,125
Imports,Wheat,Crops,Million bushels,Market year,2022/23,120
Imports,Wheat,Crops,Million bushels,Market year,2023/24,120
Imports,Wheat,Crops,Million bushels,Market year,2024/25,120
Imports,Wheat,Crops,Million bushels,Market year,2025/26,120
Imports,Wheat,Crops,Million bushels,Market year,2026/27,120
Imports,Wheat,Crops,Million bushels,Market year,2027/28,120
Imports,Wheat,Crops,Million bushels,Market year,2028/29,120
Imports,Wheat,Crops,Million bushels,Market year,2029/30,120
Imports,Wheat,Crops,Million bushels,Market year,2030/31,120
Imports,Wheat,Crops,Million bushels,Market year,2031/32,120
Loan rate,Wheat,Crops,Dollars per bushel,Market year,2020/21,3.38
Loan rate,Wheat,Crops,Dollars per bushel,Market year,2021/22,3.38
Loan rate,Wheat,Crops,Dollars per bushel,Market year,2022/23,3.38
Loan rate,Wheat,Crops,Dollars per bushel,Market year,2023/24,3.38
Loan rate,Wheat,Crops,Dollars per bushel,Market year,2024/25,3.38
Loan rate,Wheat,Crops,Dollars per bushel,Market year,2025/26,3.38
Loan rate,Wheat,Crops,Dollars per bushel,Market year,2026/27,3.38
Loan rate,Wheat,Crops,Dollars per bushel,Market year,2027/28,3.38
Loan rate,Wheat,Crops,Dollars per bushel,Market year,2028/29,3.38
Loan rate,Wheat,Crops,Dollars per bushel,Market year,2029/30,3.38
Loan rate,Wheat,Crops,Dollars per bushel,Market year,2030/31,3.38
Loan rate,Wheat,Crops,Dollars per bushel,Market year,2031/32,3.38
Planted acres,Wheat,Crops,Million acres,Market year,2020/21,44.5
Planted acres,Wheat,Crops,Million acres,Market year,2021/22,46.7
Planted acres,Wheat,Crops,Million acres,Market year,2022/23,49
Planted acres,Wheat,Crops,Million acres,Market year,2023/24,49
Planted acres,Wheat,Crops,Million acres,Market year,2024/25,48
Planted acres,Wheat,Crops,Million acres,Market year,2025/26,48
Planted acres,Wheat,Crops,Million acres,Market year,2026/27,47
Planted acres,Wheat,Crops,Million acres,Market year,2027/28,47
Planted acres,Wheat,Crops,Million acres,Market year,2028/29,46.5
Planted acres,Wheat,Crops,Million acres,Market year,2029/30,46.5
Planted acres,Wheat,Crops,Million acres,Market year,2030/31,46
Planted acres,Wheat,Crops,Million acres,Market year,2031/32,46
Production,Wheat,Crops,Million bushels,Market year,2020/21,1828
Production,Wheat,Crops,Million bushels,Market year,2021/22,1646
Production,Wheat,Crops,Million bushels,Market year,2022/23,2003
Production,Wheat,Crops,Million bushels,Market year,2023/24,2020
Production,Wheat,Crops,Million bushels,Market year,2024/25,1996
Production,Wheat,Crops,Million bushels,Market year,2025/26,2012
Production,Wheat,Crops,Million bushels,Market year,2026/27,1987
Production,Wheat,Crops,Million bushels,Market year,2027/28,2003
Production,Wheat,Crops,Million bushels,Market year,2028/29,1993
Production,Wheat,Crops,Million bushels,Market year,2029/30,2005
Production,Wheat,Crops,Million bushels,Market year,2030/31,1999
Production,Wheat,Crops,Million bushels,Market year,2031/32,2015
Returns over variable costs (net returns),Wheat,Crops,Dollars per acre,Market year,2020/21,122
Returns over variable costs (net returns),Wheat,Crops,Dollars per acre,Market year,2021/22,164
Returns over variable costs (net returns),Wheat,Crops,Dollars per acre,Market year,2022/23,184
Returns over variable costs (net returns),Wheat,Crops,Dollars per acre,Market year,2023/24,162
Returns over variable costs (net returns),Wheat,Crops,Dollars per acre,Market year,2024/25,141
Returns over variable costs (net returns),Wheat,Crops,Dollars per acre,Market year,2025/26,145
Returns over variable costs (net returns),Wheat,Crops,Dollars per acre,Market year,2026/27,147
Returns over variable costs (net returns),Wheat,Crops,Dollars per acre,Market year,2027/28,149
Returns over variable costs (net returns),Wheat,Crops,Dollars per acre,Market year,2028/29,151
Returns over variable costs (net returns),Wheat,Crops,Dollars per acre,Market year,2029/30,140
Returns over variable costs (net returns),Wheat,Crops,Dollars per acre,Market year,2030/31,144
Returns over variable costs (net returns),Wheat,Crops,Dollars per acre,Market year,2031/32,145
Seed,Wheat,Crops,Million bushels,Market year,2020/21,64
Seed,Wheat,Crops,Million bushels,Market year,2021/22,62
Seed,Wheat,Crops,Million bushels,Market year,2022/23,66
Seed,Wheat,Crops,Million bushels,Market year,2023/24,65
Seed,Wheat,Crops,Million bushels,Market year,2024/25,65
Seed,Wheat,Crops,Million bushels,Market year,2025/26,63
Seed,Wheat,Crops,Million bushels,Market year,2026/27,63
Seed,Wheat,Crops,Million bushels,Market year,2027/28,63
Seed,Wheat,Crops,Million bushels,Market year,2028/29,63
Seed,Wheat,Crops,Million bushels,Market year,2029/30,62
Seed,Wheat,Crops,Million bushels,Market year,2030/31,62
Seed,Wheat,Crops,Million bushels,Market year,2031/32,62
"Stocks/use ratio, percent",Wheat,Crops,Percent,Market year,2020/21,40.03
"Stocks/use ratio, percent",Wheat,Crops,Percent,Market year,2021/22,28.49
"Stocks/use ratio, percent",Wheat,Crops,Percent,Market year,2022/23,30.77
"Stocks/use ratio, percent",Wheat,Crops,Percent,Market year,2023/24,32.63
"Stocks/use ratio, percent",Wheat,Crops,Percent,Market year,2024/25,33.6
"Stocks/use ratio, percent",Wheat,Crops,Percent,Market year,2025/26,34.41
"Stocks/use ratio, percent",Wheat,Crops,Percent,Market year,2026/27,34.14
"Stocks/use ratio, percent",Wheat,Crops,Percent,Market year,2027/28,34.53
"Stocks/use ratio, percent",Wheat,Crops,Percent,Market year,2028/29,34.36
"Stocks/use ratio, percent",Wheat,Crops,Percent,Market year,2029/30,34.72
"Stocks/use ratio, percent",Wheat,Crops,Percent,Market year,2030/31,34.69
"Stocks/use ratio, percent",Wheat,Crops,Percent,Market year,2031/32,35.31
Supply total,Wheat,Crops,Million bushels,Market year,2020/21,2957
Supply total,Wheat,Crops,Million bushels,Market year,2021/22,2616
Supply total,Wheat,Crops,Million bushels,Market year,2022/23,2703
Supply total,Wheat,Crops,Million bushels,Market year,2023/24,2776
Supply total,Wheat,Crops,Million bushels,Market year,2024/25,2799
Supply total,Wheat,Crops,Million bushels,Market year,2025/26,2836
Supply total,Wheat,Crops,Million bushels,Market year,2026/27,2833
Supply total,Wheat,Crops,Million bushels,Market year,2027/28,2844
Supply total,Wheat,Crops,Million bushels,Market year,2028/29,2843
Supply total,Wheat,Crops,Million bushels,Market year,2029/30,2852
Supply total,Wheat,Crops,Million bushels,Market year,2030/31,2854
Supply total,Wheat,Crops,Million bushels,Market year,2031/32,2870
Total use/disposition,Wheat,Crops,Million bushels,Market year,2020/21,2111
Total use/disposition,Wheat,Crops,Million bushels,Market year,2021/22,2036
Total use/disposition,Wheat,Crops,Million bushels,Market year,2022/23,2067
Total use/disposition,Wheat,Crops,Million bushels,Market year,2023/24,2093
Total use/disposition,Wheat,Crops,Million bushels,Market year,2024/25,2095
Total use/disposition,Wheat,Crops,Million bushels,Market year,2025/26,2110
Total use/disposition,Wheat,Crops,Million bushels,Market year,2026/27,2112
Total use/disposition,Wheat,Crops,Million bushels,Market year,2027/28,2114
Total use/disposition,Wheat,Crops,Million bushels,Market year,2028/29,2116
Total use/disposition,Wheat,Crops,Million bushels,Market year,2029/30,2117
Total use/disposition,Wheat,Crops,Million bushels,Market year,2030/31,2119
Total use/disposition,Wheat,Crops,Million bushels,Market year,2031/32,2121
Variable cost of production (per acre),Wheat,Crops,Dollars,Market year,2020/21,129
Variable cost of production (per acre),Wheat,Crops,Dollars,Market year,2021/22,133
