Report Date,Region,Confirmed
08/30/2019,National,"8,252"
08/30/2019,Northwest,"1,669"
08/30/2019,Southwest,"3,978"
08/30/2019,Eastern Area,"2,605"
08/29/2019,National,"8,728"
08/29/2019,Northwest,"1,659"
08/29/2019,Southwest,"3,627"
08/29/2019,Eastern Area,"3,442"
08/28/2019,National,"8,148"
08/28/2019,Northwest,"1,418"
08/28/2019,Southwest,"3,719"
08/28/2019,Eastern Area,"3,011"
08/27/2019,National,"8,052"
08/27/2019,Northwest,"1,900"
08/27/2019,Southwest,"3,457"
08/27/2019,Eastern Area,"2,695"
08/26/2019,National,"11,894"
08/26/2019,Northwest,"1,939"
08/26/2019,Southwest,"6,800"
08/26/2019,Eastern Area,"3,155"
08/23/2019,National,"8,550"
08/23/2019,Northwest,"1,992"
08/23/2019,Southwest,"3,712"
08/23/2019,Eastern Area,"2,846"
08/22/2019,National,"7,527"
08/22/2019,Northwest,"1,214"
08/22/2019,Southwest,"3,729"
08/22/2019,Eastern Area,"2,584"
08/21/2019,National,"7,853"
08/21/2019,Northwest,"1,396"
08/21/2019,Southwest,"3,189"
08/21/2019,Eastern Area,"3,268"
08/20/2019,National,"7,834"
08/20/2019,Northwest,"2,059"
08/20/2019,Southwest,"3,557"
08/20/2019,Eastern Area,"2,218"
08/19/2019,National,"11,414"
08/19/2019,Northwest,"1,668"
08/19/2019,Southwest,"6,334"
08/19/2019,Eastern Area,"3,412"
08/16/2019,National,"8,634"
08/16/2019,Northwest,"1,508"
08/16/2019,Southwest,"4,260"
08/16/2019,Eastern Area,"2,866"
08/15/2019,National,"8,527"
08/15/2019,Northwest,"1,677"
08/15/2019,Southwest,"3,713"
08/15/2019,Eastern Area,"3,137"
08/14/2019,National,"8,373"
08/14/2019,Northwest,"1,322"
08/14/2019,Southwest,"4,052"
08/14/2019,Eastern Area,"2,999"
08/13/2019,National,"8,749"
08/13/2019,Northwest,"1,252"
08/13/2019,Southwest,"4,459"
08/13/2019,Eastern Area,"3,038"
08/12/2019,National,"7,455"
08/12/2019,Northwest,"1,536"
08/12/2019,Southwest,"2,775"
08/12/2019,Eastern Area,"3,144"
08/09/2019,National,"7,933"
08/09/2019,Northwest,"1,094"
08/09/2019,Southwest,"3,838"
08/09/2019,Eastern Area,"3,001"
08/08/2019,National,"7,980"
08/08/2019,Northwest,"1,854"
08/08/2019,Southwest,"3,952"
08/08/2019,Eastern Area,"2,174"
08/07/2019,National,"7,216"
08/07/2019,Northwest,"1,266"
08/07/2019,Southwest,"3,172"
08/07/2019,Eastern Area,"2,778"
08/06/2019,National,"8,340"
08/06/2019,Northwest,"1,556"
08/06/2019,Southwest,"3,940"
08/06/2019,Eastern Area,"2,844"
08/05/2019,National,"11,179"
08/05/2019,Northwest,"1,460"
08/05/2019,Southwest,"6,139"
08/05/2019,Eastern Area,"3,580"
08/02/2019,National,"8,244"
08/02/2019,Northwest,"1,219"
08/02/2019,Southwest,"4,180"
08/02/2019,Eastern Area,"2,845"
08/01/2019,National,"7,427"
08/01/2019,Northwest,"1,860"
08/01/2019,Southwest,"3,381"
08/01/2019,Eastern Area,"2,186"
07/31/2019,National,"8,237"
07/31/2019,Northwest,"1,682"
07/31/2019,Southwest,"3,248"
07/31/2019,Eastern Area,"3,307"
07/30/2019,National,"7,419"
07/30/2019,Northwest,"1,433"
07/30/2019,Southwest,"3,586"
07/30/2019,Eastern Area,"2,400"
07/29/2019,National,"9,928"
07/29/2019,Northwest,"1,300"
07/29/2019,Southwest,"5,062"
07/29/2019,Eastern Area,"3,566"
07/26/2019,National,"8,165"
07/26/2019,Northwest,"1,579"
07/26/2019,Southwest,"4,231"
07/26/2019,Eastern Area,"2,355"
07/25/2019,National,"6,921"
07/25/2019,Northwest,"1,807"
07/25/2019,Southwest,"2,645"
07/25/2019,Eastern Area,"2,469"
07/24/2019,National,"7,249"
07/24/2019,Northwest,"1,572"
07/24/2019,Southwest,"3,474"
07/24/2019,Eastern Area,"2,203"
07/23/2019,National,"7,884"
07/23/2019,Northwest,"1,626"
07/23/2019,Southwest,"3,634"
07/23/2019,Eastern Area,"2,624"
07/22/2019,National,"9,655"
07/22/2019,Northwest,"1,423"
07/22/2019,Southwest,"4,858"
07/22/2019,Eastern Area,"3,374"
07/19/2019,National,"8,103"
07/19/2019,Northwest,"2,123"
07/19/2019,Southwest,"3,823"
07/19/2019,Eastern Area,"2,157"
07/18/2019,National,"8,202"
07/18/2019,Northwest,"2,397"
07/18/2019,Southwest,"3,316"
07/18/2019,Eastern Area,"2,489"
07/17/2019,National,"5,640"
07/17/2019,Northwest,"1,248"
07/17/2019,Southwest,"2,106"
07/17/2019,Eastern Area,"2,286"
07/16/2019,National,"8,832"
07/16/2019,Northwest,"1,762"
07/16/2019,Southwest,"3,797"
07/16/2019,Eastern Area,"3,273"
07/15/2019,National,"12,168"
07/15/2019,Northwest,"2,425"
07/15/2019,Southwest,"6,041"
07/15/2019,Eastern Area,"3,702"
07/12/2019,National,"7,257"
07/12/2019,Northwest,"1,074"
07/12/2019,Southwest,"3,313"
07/12/2019,Eastern Area,"2,870"
07/11/2019,National,"7,554"
07/11/2019,Northwest,"1,190"
07/11/2019,Southwest,"3,193"
07/11/2019,Eastern Area,"3,171"
07/10/2019,National,"7,397"
07/10/2019,Northwest,"1,025"
07/10/2019,Southwest,"3,143"
07/10/2019,Eastern Area,"3,229"
07/09/2019,National,"9,125"
07/09/2019,Northwest,"2,046"
07/09/2019,Southwest,"3,808"
07/09/2019,Eastern Area,"3,271"
07/08/2019,National,"10,635"
07/08/2019,Northwest,"1,801"
07/08/2019,Southwest,"5,778"
07/08/2019,Eastern Area,"3,056"
07/05/2019,National,"8,481"
07/05/2019,Northwest,"1,757"
07/05/2019,Southwest,"3,539"
07/05/2019,Eastern Area,"3,185"
07/03/2019,National,"7,064"
07/03/2019,Northwest,"1,165"
07/03/2019,Southwest,"3,181"
07/03/2019,Eastern Area,"2,718"
07/02/2019,National,"8,100"
07/02/2019,Northwest,"1,440"
07/02/2019,Southwest,"3,879"
07/02/2019,Eastern Area,"2,781"
07/01/2019,National,"11,469"
07/01/2019,Northwest,"1,570"
07/01/2019,Southwest,"6,512"
07/01/2019,Eastern Area,"3,387"
06/28/2019,National,"8,243"
06/28/2019,Northwest,"1,459"
06/28/2019,Southwest,"4,040"
06/28/2019,Eastern Area,"2,744"
06/27/2019,National,"8,194"
06/27/2019,Northwest,"1,505"
06/27/2019,Southwest,"3,569"
06/27/2019,Eastern Area,"3,120"
06/26/2019,National,"7,764"
06/26/2019,Northwest,"1,041"
06/26/2019,Southwest,"4,111"
06/26/2019,Eastern Area,"2,612"
06/25/2019,National,"7,222"
06/25/2019,Northwest,"1,273"
06/25/2019,Southwest,"3,789"
06/25/2019,Eastern Area,"2,160"
06/24/2019,National,"11,006"
06/24/2019,Northwest,"1,406"
06/24/2019,Southwest,"6,514"
06/24/2019,Eastern Area,"3,086"
06/21/2019,National,"7,946"
06/21/2019,Northwest,"1,564"
06/21/2019,Southwest,"3,715"
06/21/2019,Eastern Area,"2,667"
06/20/2019,National,"8,550"
06/20/2019,Northwest,"1,788"
06/20/2019,Southwest,"3,826"
06/20/2019,Eastern Area,"2,936"
06/19/2019,National,"7,136"
06/19/2019,Northwest,871
06/19/2019,Southwest,"3,429"
06/19/2019,Eastern Area,"2,836"
06/18/2019,National,"7,538"
06/18/2019,Northwest,"1,012"
06/18/2019,Southwest,"3,869"
06/18/2019,Eastern Area,"2,657"
06/17/2019,National,"10,029"
06/17/2019,Northwest,"1,307"
06/17/2019,Southwest,"5,592"
06/17/2019,Eastern Area,"3,130"
06/14/2019,National,"8,076"
06/14/2019,Northwest,"1,248"
06/14/2019,Southwest,"4,054"
06/14/2019,Eastern Area,"2,774"
06/13/2019,National,"7,236"
06/13/2019,Northwest,"1,570"
06/13/2019,Southwest,"3,250"
06/13/2019,Eastern Area,"2,416"
06/12/2019,National,"7,358"
06/12/2019,Northwest,"1,027"
06/12/2019,Southwest,"3,309"
06/12/2019,Eastern Area,"3,022"
06/11/2019,National,"7,674"
06/11/2019,Northwest,"1,315"
06/11/2019,Southwest,"4,069"
06/11/2019,Eastern Area,"2,290"
06/10/2019,National,"11,374"
06/10/2019,Northwest,"1,329"
06/10/2019,Southwest,"6,238"
06/10/2019,Eastern Area,"3,807"
06/07/2019,National,"7,850"
06/07/2019,Northwest,"1,348"
06/07/2019,Southwest,"4,031"
06/07/2019,Eastern Area,"2,471"
06/06/2019,National,"7,897"
06/06/2019,Northwest,"1,816"
06/06/2019,Southwest,"3,233"
06/06/2019,Eastern Area,"2,848"
06/05/2019,National,"7,507"
06/05/2019,Northwest,"1,368"
06/05/2019,Southwest,"3,596"
06/05/2019,Eastern Area,"2,543"
06/04/2019,National,"7,982"
06/04/2019,Northwest,"1,310"
06/04/2019,Southwest,"3,524"
06/04/2019,Eastern Area,"3,148"
06/03/2019,National,"11,413"
06/03/2019,Northwest,"2,080"
06/03/2019,Southwest,"6,480"
06/03/2019,Eastern Area,"2,853"
05/31/2019,National,"8,729"
05/31/2019,Northwest,"1,952"
05/31/2019,Southwest,"3,947"
05/31/2019,Eastern Area,"2,830"
05/30/2019,National,"8,357"
05/30/2019,Northwest,"1,430"
05/30/2019,Southwest,"3,496"
05/30/2019,Eastern Area,"3,431"
05/29/2019,National,"6,520"
05/29/2019,Northwest,"1,265"
05/29/2019,Southwest,"3,322"
05/29/2019,Eastern Area,"1,933"
05/28/2019,National,"11,104"
05/28/2019,Northwest,"1,708"
05/28/2019,Southwest,"6,968"
05/28/2019,Eastern Area,"2,428"
05/24/2019,National,"8,316"
05/24/2019,Northwest,"1,455"
05/24/2019,Southwest,"3,848"
05/24/2019,Eastern Area,"3,013"
05/23/2019,National,"8,157"
05/23/2019,Northwest,"1,827"
05/23/2019,Southwest,"3,509"
05/23/2019,Eastern Area,"2,821"
05/22/2019,National,"7,388"
05/22/2019,Northwest,"1,645"
05/22/2019,Southwest,"2,838"
05/22/2019,Eastern Area,"2,905"
05/21/2019,National,"7,767"
05/21/2019,Northwest,"1,259"
05/21/2019,Southwest,"4,126"
05/21/2019,Eastern Area,"2,382"
05/20/2019,National,"8,145"
05/20/2019,Northwest,"1,078"
05/20/2019,Southwest,"3,659"
05/20/2019,Eastern Area,"3,408"
05/17/2019,National,"9,000"
05/17/2019,Northwest,"1,257"
05/17/2019,Southwest,"4,331"
05/17/2019,Eastern Area,"3,412"
05/16/2019,National,"7,745"
05/16/2019,Northwest,"1,487"
05/16/2019,Southwest,"3,542"
05/16/2019,Eastern Area,"2,716"
05/15/2019,National,"7,015"
05/15/2019,Northwest,924
05/15/2019,Southwest,"3,901"
05/15/2019,Eastern Area,"2,190"
05/14/2019,National,"8,148"
05/14/2019,Northwest,"1,255"
05/14/2019,Southwest,"3,864"
05/14/2019,Eastern Area,"3,029"
05/13/2019,National,"9,380"
05/13/2019,Northwest,"1,476"
05/13/2019,Southwest,"5,013"
05/13/2019,Eastern Area,"2,891"
05/10/2019,National,"9,064"
05/10/2019,Northwest,"1,710"
05/10/2019,Southwest,"4,129"
05/10/2019,Eastern Area,"3,225"
05/09/2019,National,"8,732"
05/09/2019,Northwest,"1,912"
05/09/2019,Southwest,"3,567"
05/09/2019,Eastern Area,"3,253"
05/08/2019,National,"8,049"
05/08/2019,Northwest,"1,230"
05/08/2019,Southwest,"4,100"
05/08/2019,Eastern Area,"2,719"
05/07/2019,National,"8,418"
05/07/2019,Northwest,"1,237"
05/07/2019,Southwest,"4,655"
05/07/2019,Eastern Area,"2,526"
05/06/2019,National,"11,658"
05/06/2019,Northwest,"1,995"
05/06/2019,Southwest,"6,814"
05/06/2019,Eastern Area,"2,849"
05/03/2019,National,"8,022"
05/03/2019,Northwest,"1,092"
05/03/2019,Southwest,"3,921"
05/03/2019,Eastern Area,"3,009"
05/02/2019,National,"8,396"
05/02/2019,Northwest,"1,652"
05/02/2019,Southwest,"3,690"
05/02/2019,Eastern Area,"3,054"
05/01/2019,National,"7,219"
05/01/2019,Northwest,969
05/01/2019,Southwest,"3,608"
05/01/2019,Eastern Area,"2,642"
04/30/2019,National,"8,405"
04/30/2019,Northwest,"1,404"
04/30/2019,Southwest,"3,313"
04/30/2019,Eastern Area,"3,688"
04/29/2019,National,"10,759"
04/29/2019,Northwest,"1,477"
04/29/2019,Southwest,"5,664"
04/29/2019,Eastern Area,"3,618"
04/26/2019,National,"6,875"
04/26/2019,Northwest,"1,003"
04/26/2019,Southwest,"3,604"
04/26/2019,Eastern Area,"2,268"
04/25/2019,National,"7,383"
04/25/2019,Northwest,"1,659"
04/25/2019,Southwest,"3,339"
04/25/2019,Eastern Area,"2,385"
04/24/2019,National,"7,762"
04/24/2019,Northwest,"1,693"
04/24/2019,Southwest,"3,388"
04/24/2019,Eastern Area,"2,681"
04/23/2019,National,"7,856"
04/23/2019,Northwest,"1,504"
04/23/2019,Southwest,"3,620"
04/23/2019,Eastern Area,"2,732"
04/22/2019,National,"7,903"
04/22/2019,Northwest,"1,491"
04/22/2019,Southwest,"4,282"
04/22/2019,Eastern Area,"2,130"
04/19/2019,National,"7,795"
04/19/2019,Northwest,"1,407"
04/19/2019,Southwest,"3,308"
04/19/2019,Eastern Area,"3,080"
04/18/2019,National,"8,135"
04/18/2019,Northwest,"2,069"
04/18/2019,Southwest,"3,460"
04/18/2019,Eastern Area,"2,606"
04/17/2019,National,"8,034"
04/17/2019,Northwest,"1,954"
04/17/2019,Southwest,"3,030"
04/17/2019,Eastern Area,"3,050"
04/16/2019,National,"10,261"
04/16/2019,Northwest,"1,938"
04/16/2019,Southwest,"5,105"
04/16/2019,Eastern Area,"3,178"
04/15/2019,National,"13,809"
04/15/2019,Northwest,"1,549"
04/15/2019,Southwest,"9,553"
04/15/2019,Eastern Area,"2,707"
04/12/2019,National,"8,114"
04/12/2019,Northwest,"1,197"
04/12/2019,Southwest,"3,786"
04/12/2019,Eastern Area,"3,131"
04/11/2019,National,"8,546"
04/11/2019,Northwest,"2,209"
04/11/2019,Southwest,"3,527"
04/11/2019,Eastern Area,"2,810"
04/10/2019,National,"7,339"
04/10/2019,Northwest,"1,206"
04/10/2019,Southwest,"3,345"
04/10/2019,Eastern Area,"2,788"
04/09/2019,National,"8,083"
04/09/2019,Northwest,"1,835"
04/09/2019,Southwest,"3,257"
04/09/2019,Eastern Area,"2,991"
04/08/2019,National,"10,893"
04/08/2019,Northwest,"2,243"
04/08/2019,Southwest,"5,362"
04/08/2019,Eastern Area,"3,288"
04/05/2019,National,"9,446"
04/05/2019,Northwest,"1,919"
04/05/2019,Southwest,"4,297"
04/05/2019,Eastern Area,"3,230"
04/04/2019,National,"8,304"
04/04/2019,Northwest,"1,721"
04/04/2019,Southwest,"3,959"
04/04/2019,Eastern Area,"2,624"
04/03/2019,National,"7,870"
04/03/2019,Northwest,"1,833"
04/03/2019,Southwest,"3,103"
04/03/2019,Eastern Area,"2,934"
04/02/2019,National,"8,539"
04/02/2019,Northwest,"1,340"
04/02/2019,Southwest,"3,948"
04/02/2019,Eastern Area,"3,251"
04/01/2019,National,"12,868"
04/01/2019,Northwest,"2,277"
04/01/2019,Southwest,"6,565"
04/01/2019,Eastern Area,"4,026"
03/29/2019,National,"7,642"
03/29/2019,Northwest,"1,315"
03/29/2019,Southwest,"3,158"
03/29/2019,Eastern Area,"3,169"
03/28/2019,National,"9,026"
03/28/2019,Northwest,"2,481"
03/28/2019,Southwest,"3,814"
03/28/2019,Eastern Area,"2,731"
03/27/2019,National,"7,226"
03/27/2019,Northwest,"1,334"
03/27/2019,Southwest,"3,706"
03/27/2019,Eastern Area,"2,186"
03/26/2019,National,"7,389"
03/26/2019,Northwest,"1,177"
03/26/2019,Southwest,"3,760"
03/26/2019,Eastern Area,"2,452"
03/25/2019,National,"13,404"
03/25/2019,Northwest,"2,704"
03/25/2019,Southwest,"6,485"
03/25/2019,Eastern Area,"4,215"
03/22/2019,National,"8,490"
03/22/2019,Northwest,"1,774"
03/22/2019,Southwest,"3,735"
03/22/2019,Eastern Area,"2,981"
03/21/2019,National,"8,871"
03/21/2019,Northwest,"2,125"
03/21/2019,Southwest,"3,370"
03/21/2019,Eastern Area,"3,376"
03/20/2019,National,"8,627"
03/20/2019,Northwest,"1,429"
03/20/2019,Southwest,"3,693"
03/20/2019,Eastern Area,"3,464"
03/19/2019,National,"8,295"
03/19/2019,Northwest,"1,164"
03/19/2019,Southwest,"3,895"
03/19/2019,Eastern Area,"3,236"
03/18/2019,National,"11,050"
03/18/2019,Northwest,"1,516"
03/18/2019,Southwest,"6,135"
03/18/2019,Eastern Area,"3,399"
03/15/2019,National,"6,994"
03/15/2019,Northwest,832
03/15/2019,Southwest,"3,382"
03/15/2019,Eastern Area,"2,780"
03/14/2019,National,"7,850"
03/14/2019,Northwest,"1,827"
03/14/2019,Southwest,"2,995"
03/14/2019,Eastern Area,"3,028"
03/13/2019,National,"7,836"
03/13/2019,Northwest,"1,331"
03/13/2019,Southwest,"3,390"
03/13/2019,Eastern Area,"3,115"
03/12/2019,National,"8,030"
03/12/2019,Northwest,"1,353"
03/12/2019,Southwest,"3,573"
03/12/2019,Eastern Area,"3,104"
03/11/2019,National,"11,601"
03/11/2019,Northwest,"1,980"
03/11/2019,Southwest,"5,853"
03/11/2019,Eastern Area,"3,768"
03/08/2019,National,"7,384"
03/08/2019,Northwest,"1,363"
03/08/2019,Southwest,"3,398"
03/08/2019,Eastern Area,"2,623"
03/07/2019,National,"7,941"
03/07/2019,Northwest,"2,033"
03/07/2019,Southwest,"2,960"
03/07/2019,Eastern Area,"2,948"
03/06/2019,National,"8,106"
03/06/2019,Northwest,"1,634"
03/06/2019,Southwest,"3,477"
03/06/2019,Eastern Area,"2,995"
03/05/2019,National,"8,656"
03/05/2019,Northwest,"2,053"
03/05/2019,Southwest,"3,592"
03/05/2019,Eastern Area,"3,011"
03/04/2019,National,"9,292"
03/04/2019,Northwest,"1,504"
03/04/2019,Southwest,"4,970"
03/04/2019,Eastern Area,"2,818"
03/01/2019,National,"9,193"
03/01/2019,Northwest,"1,876"
03/01/2019,Southwest,"3,926"
03/01/2019,Eastern Area,"3,391"
02/28/2019,National,"7,983"
02/28/2019,Northwest,"1,514"
02/28/2019,Southwest,"3,452"
02/28/2019,Eastern Area,"3,017"
02/27/2019,National,"7,299"
02/27/2019,Northwest,"1,551"
02/27/2019,Southwest,"3,017"
02/27/2019,Eastern Area,"2,731"
02/26/2019,National,"7,086"
02/26/2019,Northwest,"1,038"
02/26/2019,Southwest,"3,244"
02/26/2019,Eastern Area,"2,804"
02/25/2019,National,"10,224"
02/25/2019,Northwest,"1,674"
02/25/2019,Southwest,"5,698"
02/25/2019,Eastern Area,"2,852"
02/22/2019,National,"7,172"
02/22/2019,Northwest,"1,273"
02/22/2019,Southwest,"3,210"
02/22/2019,Eastern Area,"2,689"
02/21/2019,National,"9,354"
02/21/2019,Northwest,"1,675"
02/21/2019,Southwest,"4,157"
02/21/2019,Eastern Area,"3,522"
02/20/2019,National,"7,588"
02/20/2019,Northwest,"1,278"
02/20/2019,Southwest,"3,284"
02/20/2019,Eastern Area,"3,026"
02/19/2019,National,"8,990"
02/19/2019,Northwest,"1,638"
02/19/2019,Southwest,"3,753"
02/19/2019,Eastern Area,"3,599"
02/18/2019,National,"8,683"
02/18/2019,Northwest,"1,121"
02/18/2019,Southwest,"4,629"
02/18/2019,Eastern Area,"2,933"
02/15/2019,National,"8,099"
02/15/2019,Northwest,"1,554"
02/15/2019,Southwest,"4,008"
02/15/2019,Eastern Area,"2,537"
02/14/2019,National,"11,166"
02/14/2019,Northwest,"1,899"
02/14/2019,Southwest,"6,492"
02/14/2019,Eastern Area,"2,775"
02/13/2019,National,"7,799"
02/13/2019,Northwest,"1,265"
02/13/2019,Southwest,"3,722"
02/13/2019,Eastern Area,"2,812"
02/12/2019,National,"8,606"
02/12/2019,Northwest,"1,524"
02/12/2019,Southwest,"3,389"
02/12/2019,Eastern Area,"3,693"
02/11/2019,National,"9,299"
02/11/2019,Northwest,"1,354"
02/11/2019,Southwest,"3,913"
02/11/2019,Eastern Area,"4,032"
02/08/2019,National,"6,973"
02/08/2019,Northwest,"1,064"
02/08/2019,Southwest,"2,681"
02/08/2019,Eastern Area,"3,228"
02/07/2019,National,"7,391"
02/07/2019,Northwest,"1,841"
02/07/2019,Southwest,"2,312"
02/07/2019,Eastern Area,"3,238"
02/06/2019,National,"7,811"
02/06/2019,Northwest,"1,181"
02/06/2019,Southwest,"3,792"
02/06/2019,Eastern Area,"2,838"
02/05/2019,National,"7,616"
02/05/2019,Northwest,"1,317"
02/05/2019,Southwest,"3,806"
02/05/2019,Eastern Area,"2,493"
02/04/2019,National,"7,800"
02/04/2019,Northwest,"1,141"
02/04/2019,Southwest,"4,510"
02/04/2019,Eastern Area,"2,149"
02/01/2019,National,"7,932"
02/01/2019,Northwest,"1,094"
02/01/2019,Southwest,"4,084"
02/01/2019,Eastern Area,"2,754"
01/31/2019,National,"7,297"
01/31/2019,Northwest,"1,306"
01/31/2019,Southwest,"3,508"
01/31/2019,Eastern Area,"2,483"
01/30/2019,National,"8,252"
01/30/2019,Northwest,"1,404"
01/30/2019,Southwest,"4,240"
01/30/2019,Eastern Area,"2,608"
01/29/2019,National,"7,391"
01/29/2019,Northwest,"1,768"
01/29/2019,Southwest,"3,080"
01/29/2019,Eastern Area,"2,543"
01/28/2019,National,"10,618"
01/28/2019,Northwest,"1,701"
01/28/2019,Southwest,"5,755"
01/28/2019,Eastern Area,"3,162"
01/25/2019,National,"9,222"
01/25/2019,Northwest,"2,188"
01/25/2019,Southwest,"4,447"
01/25/2019,Eastern Area,"2,587"
01/24/2019,National,"6,475"
01/24/2019,Northwest,"1,351"
01/24/2019,Southwest,"3,186"
01/24/2019,Eastern Area,"1,938"
01/23/2019,National,"6,762"
01/23/2019,Northwest,988
01/23/2019,Southwest,"3,527"
01/23/2019,Eastern Area,"2,247"
01/22/2019,National,"7,975"
01/22/2019,Northwest,"1,475"
01/22/2019,Southwest,"3,699"
01/22/2019,Eastern Area,"2,801"
01/21/2019,National,"12,943"
01/21/2019,Northwest,"2,771"
01/21/2019,Southwest,"7,279"
01/21/2019,Eastern Area,"2,893"
01/18/2019,National,"7,810"
01/18/2019,Northwest,"1,501"
01/18/2019,Southwest,"3,365"
01/18/2019,Eastern Area,"2,944"
01/17/2019,National,"8,731"
01/17/2019,Northwest,"2,043"
01/17/2019,Southwest,"3,762"
01/17/2019,Eastern Area,"2,926"
01/16/2019,National,"8,664"
01/16/2019,Northwest,"1,758"
01/16/2019,Southwest,"4,522"
01/16/2019,Eastern Area,"2,384"
01/15/2019,National,"10,146"
01/15/2019,Northwest,"1,713"
01/15/2019,Southwest,"4,328"
01/15/2019,Eastern Area,"4,105"
01/14/2019,National,"10,278"
01/14/2019,Northwest,"1,769"
01/14/2019,Southwest,"4,619"
01/14/2019,Eastern Area,"3,890"
01/11/2019,National,"9,141"
01/11/2019,Northwest,"1,594"
01/11/2019,Southwest,"4,189"
01/11/2019,Eastern Area,"3,358"
01/10/2019,National,"8,330"
01/10/2019,Northwest,"1,647"
01/10/2019,Southwest,"3,554"
01/10/2019,Eastern Area,"3,129"
01/09/2019,National,"9,532"
01/09/2019,Northwest,"1,584"
01/09/2019,Southwest,"4,005"
01/09/2019,Eastern Area,"3,943"
01/08/2019,National,"7,967"
01/08/2019,Northwest,"1,820"
01/08/2019,Southwest,"2,657"
01/08/2019,Eastern Area,"3,486"
01/07/2019,National,"17,042"
01/07/2019,Northwest,"2,632"
01/07/2019,Southwest,"8,834"
01/07/2019,Eastern Area,"5,576"
01/04/2019,National,"7,850"
01/04/2019,Northwest,"2,052"
01/04/2019,Southwest,"2,890"
01/04/2019,Eastern Area,"2,908"
01/03/2019,National,"7,518"
01/03/2019,Northwest,"2,186"
01/03/2019,Southwest,"3,119"
01/03/2019,Eastern Area,"2,213"
01/02/2019,National,"10,923"
01/02/2019,Northwest,"2,093"
01/02/2019,Southwest,"4,102"
01/02/2019,Eastern Area,"4,728"
12/31/2018,National,"11,045"
12/31/2018,Northwest,"1,738"
